Dist(mi),SpdLim(mph),Grade(%),Curve(Doc),Catenary(Y/N),Elev
138.0842331,60.0,2.267,1.304,1,3443.719492
138.3930234,60.0,3.282,1.255,1,3497.228418
138.6975685,44.12861988,1.523,2.934,0,3521.72081
139.0040964,31.05908987,2.424,5.924,1,3560.955912
139.3135317,60.0,1.996,0.606,0,3593.569844
139.6062192,47.79689465,1.064,2.501,0,3610.011034
139.9085957,32.48451142,3.104,5.415,1,3659.56503
140.1738137,34.43258037,2.896,4.82,1,3700.125636
140.4542421,54.68463865,2.917,1.911,1,3743.317731
140.7567609,46.14524712,1.679,2.684,0,3770.130715
141.0462801,51.2049252,2.997,2.179,1,3815.951522
141.339277,47.04071071,0.606,2.582,0,3825.325089
141.6321301,60.0,0.021,0.522,0,3825.648247
141.9249832,29.64634123,3.396,6.502,1,3878.160317
142.1306432,44.7896177,0.114,2.848,0,3879.397549
142.3363032,28.66259549,0.278,6.956,0,3882.418716
142.5419633,46.45491724,0.106,2.648,0,3883.568834
142.7476233,29.47344917,0.263,6.578,0,3886.426055
142.9532833,56.36933346,0.072,1.798,0,3887.207179
143.1589433,42.11250041,0.129,3.222,0,3888.606713
143.3646034,60.0,0.022,0.559,0,3888.849484
143.5702634,28.74330082,0.277,6.917,0,3891.853709
143.7759234,25.45741415,0.353,8.817,0,3895.683519
143.9815835,60.0,0.039,0.982,0,3896.109941
144.1872435,29.87693962,0.256,6.402,0,3898.890509
144.3929035,60.0,0.059,1.474,0,3899.530638
144.5985635,60.0,0.033,0.824,0,3899.888558
144.8042236,34.88979422,0.188,4.694,0,3901.927519
145.0098836,37.40950922,0.163,4.083,0,3903.701062
145.2155436,54.21247148,0.078,1.944,0,3904.545577
145.4212037,28.60504211,0.279,6.984,0,3907.578914
145.6268637,38.24119843,0.156,3.907,0,3909.276152
145.8325237,53.74167709,0.079,1.979,0,3910.135528
146.0381837,32.41533513,0.218,5.438,0,3912.497663
146.2438438,60.0,0.009,0.213,0,3912.589971
146.4495038,60.0,0.027,0.681,0,3912.885805
146.6551638,32.23785752,1.018,5.498,0,3923.936419
146.9471076,60.0,2.239,1.105,1,3958.443017
147.2157206,60.0,3.39,1.289,1,4006.516664
147.498977,57.285017,2.671,1.741,1,4046.469138
147.7469848,22.30732471,3.912,11.483,1,4097.693966
148.0251701,25.63829369,-0.347,8.693,0,4092.598098
148.318254,28.08399445,3.646,7.245,1,4149.018443
148.5661102,22.58354846,2.338,11.204,1,4179.621012
148.8389197,60.0,0.026,0.64,0,4179.989623
149.1117292,35.70035273,5.363,4.483,1,4257.24479
149.408693,35.74893267,3.447,4.471,1,4311.295849
149.7107427,53.22923708,1.977,2.017,0,4342.831755
150.0051812,38.86964941,0.567,3.782,0,4351.646964
150.2935682,60.0,3.34,1.413,1,4402.507306
150.5998121,59.03754754,2.44,1.639,1,4441.953513
150.9062188,58.03472761,2.554,1.697,1,4483.274538
151.2136334,60.0,1.91,0.16,0,4514.283916
151.5235143,47.8763642,0.306,2.493,0,4519.29476
151.8300832,60.0,3.025,0.385,1,4568.264405
152.129323,57.47008857,1.834,1.73,0,4597.244966
152.4380941,60.0,0.123,1.518,0,4599.252044
152.7431506,56.42247088,2.703,1.795,1,4642.796946
153.0473838,42.51188299,1.303,3.162,0,4663.726195
153.3541055,60.0,1.062,0.019,0,4680.930311
153.6569549,60.0,3.071,0.298,1,4730.037927
153.9661647,60.0,2.307,1.114,1,4767.707579
154.2765501,60.0,0.406,0.6,0,4774.367628
154.5866241,60.0,2.14,0.84,1,4809.399331
154.8918627,60.0,2.192,0.705,1,4844.72944
155.2023487,60.0,2.138,0.114,1,4879.778096
155.5116945,60.0,0.061,0.531,0,4880.781226
155.8101527,53.98974916,2.618,1.96,1,4922.04317
156.1202504,60.0,3.091,0.84,1,4972.658598
156.4303698,60.0,2.301,1.266,1,5010.331688
156.7407757,60.0,2.088,0.249,1,5044.550353
157.0503675,60.0,1.499,0.195,0,5069.054335
157.3433297,60.0,-0.928,1.139,0,5054.700257
157.6436594,60.0,2.184,0.399,1,5089.336387
157.9166917,36.44187016,0.347,4.303,0,5094.343871
158.2180517,50.01611764,1.877,2.284,0,5124.209792
158.5267985,60.0,1.369,0.453,0,5146.519416
158.820853,48.46793862,1.906,2.433,0,5176.114086
159.130238,60.0,2.014,1.284,1,5209.006843
159.4391985,60.0,0.459,0.368,0,5216.497738
159.7476005,55.62752776,2.915,1.847,1,5263.960368
160.0451353,60.0,-0.031,1.412,0,5263.469402
160.3162724,37.64756973,3.299,4.032,1,5310.692803
160.6244967,60.0,2.098,1.44,1,5344.832089
160.88301,30.22262305,2.524,6.256,1,5379.284484
161.02256,30.22262305,2.227,6.256,1,5395.695241
161.3276643,60.0,2.99,0.0,1,5443.857957
161.633134,35.63043893,-0.243,4.501,0,5439.937712
161.7394146,35.63043893,-0.241,4.501,0,5438.585847
162.049378,56.61601493,-0.191,1.783,0,5435.454994
162.3591389,56.61601493,-0.757,1.783,0,5423.071412
162.6583527,48.27581534,-1.212,2.452,0,5403.918771
162.9629556,54.5769232,-0.074,1.918,0,5402.725111
163.2712308,51.12273854,-2.323,2.186,0,5364.909807
163.5805499,55.25307448,1.314,1.872,0,5386.375367
163.8818303,52.61014012,-1.266,2.065,0,5366.232355
164.1906424,60.0,0.346,1.056,0,5371.875141
164.4969541,60.0,-3.072,0.347,0,5322.197822
164.7976075,60.0,0.146,0.141,0,5324.518428
165.0987127,47.4369072,0.403,2.539,0,5330.923337
165.4042626,33.09934382,-0.999,5.216,0,5314.801038
165.7122551,46.51184053,-0.572,2.641,0,5305.4956
166.0222533,60.0,-0.791,1.32,0,5292.54764
166.3315022,52.19518916,-1.053,2.097,0,5275.348037
166.6409711,60.0,-0.999,0.064,0,5259.018311
166.9480147,60.0,-0.918,1.129,0,5244.133925
167.2517663,48.38425348,-0.086,2.441,0,5242.747079
167.5519724,60.0,-2.434,0.569,0,5204.164286
167.8593398,60.0,-1.584,1.386,0,5178.45664
168.1647499,60.0,-0.501,1.059,0,5170.379741
168.4753415,60.0,-0.262,0.259,0,5166.087391
168.7691021,32.54737779,-1.665,5.394,0,5140.267437
169.0778042,39.79453868,-0.985,3.608,0,5124.214533
169.3841345,60.0,-0.632,0.025,0,5113.994679
169.6939408,60.0,-0.801,0.082,0,5100.892208
170.0035849,60.0,0.165,1.323,0,5103.59448
170.3127586,43.44853437,-0.657,3.027,0,5092.874185
170.5990907,60.0,-1.45,0.699,0,5070.9544
170.897501,60.0,-0.203,1.068,0,5067.756237
171.2045428,60.0,-0.469,1.433,0,5060.155556
171.5067627,60.0,0.304,1.129,0,5065.010078
171.7857626,27.92103502,-2.117,7.33,0,5033.830539
172.0701498,29.69013702,0.353,6.482,0,5039.134812
172.3766622,60.0,0.155,0.49,0,5041.649909
172.6754696,45.56879412,-0.008,2.752,0,5041.51648
172.9858432,50.7714012,0.033,2.217,0,5042.050968
173.2930943,48.38456002,-0.446,2.441,0,5034.80944
173.6004325,41.45511101,-0.763,3.325,0,5022.433647
173.9040449,42.61656113,-1.659,3.146,0,4995.842254
174.2146136,60.0,-0.362,1.394,0,4989.899711
174.5221892,60.0,0.664,0.038,0,5000.685276
174.8218913,59.06297868,-1.187,1.638,0,4981.905857
175.1235968,60.0,-1.131,0.037,0,4963.885001
175.4299513,29.47791033,0.837,6.576,0,4977.42465
175.7181258,32.39170931,-2.609,5.446,0,4937.727549
176.0172414,35.51810153,0.46,4.53,0,4944.985384
176.2937614,23.46923532,0.249,10.374,0,4948.616335
176.6020428,50.71513766,-0.883,2.222,0,4934.249223
176.8949987,30.3514092,-0.165,6.203,0,4931.689547
177.2006213,30.92268043,-0.306,5.976,0,4926.75423
177.4916789,38.81242738,-0.482,3.793,0,4919.341949
177.7784901,37.87613841,-1.604,3.983,0,4895.048715
178.072237,32.45727374,0.928,5.424,0,4909.437489
178.3823341,60.0,-1.244,0.664,0,4889.071569
178.691972,60.0,-0.767,1.336,0,4876.526601
179.0026469,60.0,-1.632,0.558,0,4849.760231
179.3133324,60.0,-0.296,0.055,0,4844.907836
179.6238831,60.0,-0.087,0.819,0,4843.47637
179.9333848,60.0,0.362,1.461,0,4849.385634
180.2440523,60.0,-0.419,0.329,0,4842.515174
180.5529539,60.0,-0.627,0.963,0,4832.284073
180.8636394,60.0,-1.282,0.602,0,4811.255125
181.1743249,60.0,-0.32,0.0,0,4806.005839
181.4850104,60.0,-1.978,0.0,0,4773.558358
181.7956959,60.0,-0.794,0.897,0,4760.531605
182.1056854,60.0,-1.368,1.13,0,4738.141705
182.4158732,60.0,-1.763,0.137,0,4709.261705
182.7193757,60.0,-1.895,1.056,0,4678.902051
183.0258582,43.19395054,-1.544,3.063,0,4653.916066
183.3340123,60.0,-1.032,0.323,0,4637.13134
183.6399989,46.60073421,-1.67,2.631,0,4610.157294
183.9506236,60.0,-1.622,0.152,0,4583.55098
184.2593113,60.0,-2.498,1.059,0,4542.836959
184.5562677,60.0,-1.932,1.183,0,4512.541926
184.8618175,60.0,-1.203,0.329,0,4493.134704
185.1705718,60.0,-0.99,1.517,0,4476.997749
185.4812573,60.0,-1.702,0.211,0,4449.084764
185.7891286,54.98562918,-1.293,1.89,0,4428.069605
186.0996619,60.0,-1.838,1.569,0,4397.930939
186.4103474,60.0,0.102,0.041,0,4399.598173
186.7210329,60.0,-1.78,0.144,0,4370.394712
187.0302724,29.90417536,0.682,6.39,0,4381.523464
187.2527854,20.02732424,-2.778,14.247,0,4348.881434
187.5634709,37.46940061,-0.315,4.07,0,4343.710918
187.8738215,60.0,-1.6,0.647,0,4317.494461
188.1843864,60.0,-2.533,0.261,0,4275.96593
188.4817715,50.07138652,-0.962,2.279,0,4260.862016
188.7914995,55.57943742,-2.205,1.85,0,4224.801751
189.0945353,58.67792973,-1.808,1.66,0,4195.877068
189.3248073,24.82040811,0.072,9.276,0,4196.746403
189.6323083,31.42886619,-1.781,5.785,0,4167.82628
189.9400621,54.21748788,-3.024,1.944,0,4118.696111
190.2443655,56.23321992,-0.41,1.807,0,4112.114718
190.5509015,60.0,-1.88,1.046,0,4081.689819
190.8549576,60.0,-2.132,1.567,0,4047.459687
191.1451534,60.0,-2.273,1.357,0,4012.628576
191.4510817,39.84139762,-0.908,3.6,0,3997.959813
191.7550937,60.0,-2.225,0.685,0,3962.244522
192.0579723,56.40223721,-2.359,1.796,0,3924.515611
192.3365925,39.35483132,-0.446,3.689,0,3917.959642
192.6472227,43.22762068,-3.114,3.058,0,3866.88188
192.9579082,60.0,0.002,0.044,0,3866.910908
193.2685937,60.0,0.0,0.0,0,3866.911164
193.5792792,60.0,0.0,0.0,0,3866.911434
193.8899647,60.0,0.0,0.001,0,3866.911764
194.2006502,60.0,0.0,0.0,0,3866.912036
194.5113357,60.0,-0.119,0.028,0,3864.959949
194.8172093,60.0,0.046,1.138,0,3865.69514
195.1230829,60.0,4.673,0.97,1,3941.157511
195.4321249,60.0,-0.206,1.124,0,3937.789954
195.7363954,60.0,0.24,0.376,0,3941.640769
196.0435453,60.0,2.192,0.592,1,3977.195434
196.3541277,60.0,1.952,0.596,0,4009.213964
196.6641775,60.0,1.614,1.56,0,4035.629261
196.9697609,46.94543412,2.57,2.593,1,4077.099234
197.2804203,60.0,1.83,1.405,0,4107.122299
197.5863063,60.0,0.782,0.25,0,4119.751115
197.8951812,46.33543471,1.766,2.662,0,4148.554284
198.2042281,60.0,1.536,0.753,0,4173.619031
198.5146974,60.0,1.98,1.36,0,4206.072546
198.8144393,60.0,0.719,1.586,0,4217.444152
199.1180474,50.42072939,0.358,2.248,0,4223.183339
199.4261877,49.89883465,2.99,2.295,1,4271.822557
199.7359884,60.0,1.629,0.048,0,4298.461774
200.0458046,60.0,0.662,0.797,0,4309.285259
200.3556096,60.0,2.734,0.863,1,4354.01021
200.6478733,60.0,1.497,0.921,0,4377.118121
200.9451391,54.29126355,0.084,1.939,0,4378.433687
201.2458224,60.0,0.209,0.784,0,4381.753048
201.5297759,29.54738664,3.29,6.545,1,4431.085087
201.8403669,47.4033459,2.45,2.543,1,4471.270253
202.1468619,46.37195268,0.779,2.657,0,4483.882797
202.4125235,34.25522288,2.124,4.87,1,4513.682034
202.7221141,60.0,2.463,1.569,1,4553.94706
203.0307528,47.4906433,0.675,2.534,0,4564.948995
203.3395686,60.0,2.324,0.96,1,4602.845437
203.646332,60.0,1.597,0.214,0,4628.705823
203.9519459,60.0,2.373,1.389,1,4667.003863
204.2608499,60.0,0.856,1.273,0,4680.957454
204.5589148,34.29864908,2.256,4.857,1,4716.462775
204.8631181,48.29784457,0.435,2.45,0,4723.450013
205.1521178,44.52538166,3.128,2.882,1,4771.173857
205.4602836,47.00315919,2.323,2.586,1,4808.979289
205.7699327,60.0,0.577,0.377,0,4818.411882
206.0755739,46.60571681,1.536,2.631,0,4843.20719
206.3454788,28.38552856,2.602,7.092,1,4880.287948
206.4347499,60.0,2.311,0.0,1,4891.180333
206.7408012,60.0,-2.348,0.374,0,4853.232919
207.0492436,60.0,-1.035,0.374,0,4836.383187
207.3001085,60.0,-2.222,0.0,0,4806.954062
207.6033568,60.0,-1.113,0.0,0,4789.139106
207.9015925,60.0,0.263,1.104,0,4793.279449
208.2122637,58.05984678,-0.854,1.695,0,4779.267038
208.5229175,60.0,-0.164,0.362,0,4776.584904
208.8334644,60.0,-0.867,0.272,0,4762.360618
209.1436914,60.0,0.373,0.963,0,4768.470316
209.4542694,60.0,-0.109,0.968,0,4766.677377
209.7649505,60.0,-0.551,0.919,0,4757.634712
210.0684399,40.698605,-0.554,3.45,0,4748.756739
210.3763429,43.1097022,-0.66,3.075,0,4738.026577
210.6858143,49.51956425,-1.334,2.33,0,4716.222892
210.9945661,60.0,-3.342,1.475,0,4661.738515
211.3036801,60.0,-0.69,0.496,0,4650.480951
211.6143607,60.0,-0.748,1.01,0,4638.21744
211.9210948,42.04419239,0.231,3.233,0,4641.952001
212.2303058,60.0,-0.315,0.757,0,4636.803627
212.5380224,49.40009291,0.229,2.342,0,4640.523566
212.8485793,60.0,-2.824,0.984,0,4594.220402
213.1591312,60.0,0.783,1.023,0,4607.063341
213.4604651,39.25588311,-0.144,3.708,0,4604.764454
213.768227,43.94505006,-2.252,2.959,0,4568.170723
214.0786112,60.0,-1.279,1.012,0,4547.213653
214.1728912,60.0,-0.566,1.012,0,4544.396869
214.4769187,60.0,-0.873,0.0,0,4530.387687
214.7875974,60.0,0.016,1.26,0,4530.656749
215.090407,60.0,-1.819,0.91,0,4501.57982
215.3817238,60.0,1.942,1.477,0,4531.458173
215.6923608,58.56497461,-0.275,1.666,0,4526.940971
216.0030395,60.0,-1.525,0.626,0,4501.925144
216.3115266,52.48592636,-0.723,2.074,0,4490.15326
216.6213838,60.0,-0.374,0.63,0,4484.036363
216.9271971,60.0,-1.039,1.396,0,4467.254506
217.234808,60.0,-1.026,0.153,0,4450.588949
217.5454935,60.0,-0.524,0.46,0,4441.999545
217.8561778,60.0,0.037,0.775,0,4442.606456
218.162628,42.66932716,-0.018,3.139,0,4442.308408
218.4704745,60.0,-1.076,0.406,0,4424.822781
218.7777524,50.47690118,0.385,2.243,0,4431.068271
219.0884335,60.0,-1.262,0.309,0,4410.372318
219.3990973,60.0,-0.644,0.449,0,4399.807651
219.7093105,60.0,0.158,0.689,0,4402.391465
220.0199929,60.0,-0.634,0.249,0,4391.990409
220.3306778,60.0,-0.722,0.007,0,4380.151153
220.641362,60.0,-0.72,0.001,0,4368.340861
220.9520432,60.0,-1.296,0.007,0,4347.085731
221.2627275,60.0,0.298,0.001,0,4351.974544
221.3060465,60.0,0.33,0.001,0,4352.729188
221.6165921,60.0,-0.316,0.0,0,4347.545462
221.9272267,60.0,-0.194,0.45,0,4344.363216
222.2376245,60.0,-0.323,0.889,0,4339.073168
222.5479608,60.0,-0.809,0.838,0,4325.810145
222.8586245,60.0,-1.225,0.383,0,4305.720275
223.1692765,60.0,-0.477,0.021,0,4297.893053
223.4799613,60.0,-0.581,0.019,0,4288.358572
223.7906468,60.0,-0.168,0.0,0,4285.602854
224.1013323,60.0,-0.58,0.001,0,4276.088893
224.4120178,60.0,-0.1,0.01,0,4274.45514
224.7227033,60.0,-0.536,0.0,0,4265.662727
225.0333876,60.0,-0.003,0.013,0,4265.605953
225.3440731,60.0,0.0,0.003,0,4265.607799
225.6547586,60.0,0.0,0.006,0,4265.611866
225.9654335,60.0,0.001,0.037,0,4265.63635
226.2760643,60.0,0.001,0.037,0,4265.660832
226.586743,60.0,-1.242,0.0,0,4245.286822
226.8974285,60.0,1.743,0.035,0,4273.886024
227.208114,60.0,-0.046,0.0,0,4273.13149
227.5187995,60.0,0.194,0.0,0,4276.313966
227.829485,60.0,0.074,0.0,0,4277.527929
228.1401705,60.0,0.85,0.0,0,4291.471558
228.450856,60.0,0.054,0.0,0,4292.357447
228.7615415,60.0,0.332,0.0,0,4297.803699
229.072227,60.0,0.685,0.418,0,4309.035941
229.381131,60.0,0.567,1.107,0,4318.288205
229.6918134,60.0,-0.479,0.172,0,4310.428779
230.000495,55.36060474,-0.807,1.864,0,4297.274233
230.3099862,59.2175404,-0.844,1.63,0,4283.477165
230.6206717,60.0,-1.035,0.281,0,4266.502834
230.9313572,60.0,-0.139,0.221,0,4264.220122
231.2411567,60.0,0.779,1.527,0,4276.964321
231.5497537,55.73088704,-0.321,1.84,0,4271.732978
231.8604392,60.0,-0.437,0.563,0,4264.556593
232.1710788,60.0,0.644,0.002,0,4275.122116
232.4817643,60.0,0.723,0.035,0,4286.988841
232.7924498,60.0,0.722,0.0,0,4298.832735
233.1031353,60.0,0.879,0.52,0,4313.248436
233.4118088,59.33011616,0.884,1.623,0,4327.659741
233.7222811,60.0,-0.111,1.12,0,4325.835011
234.0329666,60.0,-0.519,0.026,0,4317.321798
234.3436521,60.0,-1.42,0.0,0,4294.027878
234.6543376,60.0,-0.604,0.0,0,4284.119778
234.9650231,60.0,-0.132,0.0,0,4281.954463
235.2757086,60.0,-0.48,0.0,0,4274.080492
235.5863941,60.0,-0.274,0.0,0,4269.585783
235.8970796,60.0,-0.153,0.37,0,4267.072653
236.2062335,60.0,-0.042,1.317,0,4266.390328
236.516832,60.0,-0.865,0.981,0,4252.204391
236.8275175,60.0,0.578,0.041,0,4261.679787
237.138203,60.0,0.11,0.0,0,4263.48425
237.4488885,60.0,0.328,0.0,0,4268.864828
237.759574,60.0,-0.17,0.0,0,4266.076117
238.0702595,60.0,-0.252,0.0,0,4261.942261
238.380945,60.0,-0.062,0.0,0,4260.925203
238.6916305,60.0,-0.057,0.033,0,4259.995568
239.0022812,60.0,-0.246,0.005,0,4255.96317
239.3129623,60.0,-0.843,0.031,0,4242.138695
239.6236478,60.0,-0.886,0.003,0,4227.606469
239.9343333,60.0,0.156,0.0,0,4230.165525
240.2450188,60.0,-0.122,0.003,0,4228.166444
240.5557043,60.0,-0.431,0.015,0,4221.089888
240.8663662,60.0,-0.672,0.196,0,4210.063913
241.1769051,60.0,-1.002,0.323,0,4193.641696
241.4875906,60.0,0.25,0.138,0,4197.734909
241.7982761,60.0,0.562,0.0,0,4206.954073
242.1089616,60.0,0.636,0.0,0,4217.387149
242.4196471,60.0,-0.59,0.0,0,4207.708682
242.7303326,60.0,-0.602,0.0,0,4197.833364
243.0410181,60.0,0.894,0.0,0,4212.498719
243.3517036,60.0,-0.062,0.0,0,4211.481666
243.6623891,60.0,-0.232,0.0,0,4207.675929
243.9730746,60.0,-0.608,0.0,0,4197.702255
244.2837601,60.0,0.652,0.305,0,4208.400906
244.5931885,60.0,0.61,1.203,0,4218.373176
244.9037808,60.0,-1.165,0.846,0,4199.27607
245.2142948,60.0,-0.962,0.764,0,4183.50399
245.524638,60.0,-0.534,0.857,0,4174.748117
245.8353235,60.0,-1.456,0.14,0,4150.856807
246.146009,60.0,-0.22,0.0,0,4147.247898
246.4566945,60.0,-0.112,0.0,0,4145.410645
246.76738,60.0,-0.204,0.059,0,4142.070193
247.0779548,60.0,0.51,0.594,0,4150.432113
247.3884558,60.0,-0.66,0.608,0,4139.610333
247.6991413,60.0,-0.497,0.073,0,4131.456263
248.0098268,60.0,-0.626,0.0,0,4121.187238
248.3205123,60.0,-1.216,0.0,0,4101.239739
248.6311978,60.0,-0.036,0.0,0,4100.64919
248.8429231,60.0,1.194,0.0,0,4114.002206
249.1530904,60.0,1.052,0.0,0,4131.22661
249.4635249,60.0,-1.992,0.785,0,4098.572064
249.7739482,60.0,1.453,0.901,0,4122.391194
249.9267713,60.0,0.166,0.901,0,4123.731911
250.2374561,60.0,0.6,0.0,0,4133.574428
250.5481323,60.0,-0.06,0.689,0,4132.583159
250.857813,60.0,-0.24,0.877,0,4128.661878
251.1684985,60.0,-0.276,0.2,0,4124.134586
251.479184,60.0,-0.63,0.008,0,4113.804952
251.7898695,60.0,0.912,0.0,0,4128.765589
252.100555,60.0,0.306,0.0,0,4133.785284
252.4112405,60.0,-0.35,0.0,0,4128.043827
252.721926,60.0,-0.842,0.0,0,4114.231509
253.0326115,60.0,-0.028,0.0,0,4113.772201
253.343297,60.0,0.098,0.0,0,4115.37982
253.6539825,60.0,0.276,0.291,0,4119.901549
253.9626647,50.49497202,0.104,2.241,0,4121.592278
254.2717732,51.12246247,0.323,2.186,0,4126.858252
254.5824587,60.0,0.005,0.236,0,4126.94749
254.8931399,60.0,-0.597,0.226,0,4117.154742
255.2036955,60.0,0.009,0.326,0,4117.302976
255.5143797,60.0,-1.764,0.108,0,4088.371013
255.8250652,60.0,-0.654,0.004,0,4077.645172
256.1357507,60.0,0.602,0.089,0,4087.513194
256.4461672,60.0,1.261,1.038,0,4108.174021
256.7561822,60.0,1.454,1.125,0,4131.974668
257.0668677,60.0,-1.371,0.174,0,4109.483873
257.3775532,60.0,0.07,0.0,0,4110.632232
257.6882387,60.0,0.478,0.0,0,4118.473458
257.9989242,60.0,0.095,0.128,0,4120.033541
258.3091685,60.0,-0.319,0.876,0,4114.800459
258.6197546,60.0,-0.893,0.622,0,4100.149349
258.9298194,60.0,0.055,1.012,0,4101.041848
259.2403035,60.0,-0.726,0.919,0,4089.1448
259.5509033,60.0,-0.303,1.089,0,4084.183107
259.8600012,60.0,0.039,1.434,0,4084.82384
260.1706867,60.0,-0.098,0.304,0,4083.218762
260.4813722,60.0,0.752,0.0,0,4095.554752
260.7920577,60.0,0.496,0.0,0,4103.691261
261.1027432,60.0,1.8,0.0,0,4133.218814
261.4134287,60.0,0.637,0.064,0,4143.660989
261.7239539,60.0,1.077,1.105,0,4161.314989
262.0330555,60.0,1.337,1.412,0,4183.135593
262.343741,60.0,0.43,0.347,0,4190.187676
262.6544135,60.0,-0.258,1.141,0,4185.949396
262.9608357,51.56332514,0.082,2.149,0,4187.274674
263.2715026,60.0,0.038,1.004,0,4187.900866
263.5821881,60.0,0.192,0.009,0,4191.056401
263.8928736,60.0,0.212,0.0,0,4194.534097
264.2035591,60.0,-0.391,0.287,0,4188.127849
264.5136798,60.0,-0.108,0.549,0,4186.354692
264.8243653,60.0,-1.042,0.261,0,4169.268639
265.1350508,60.0,-0.485,0.219,0,4161.308573
265.4448465,60.0,-0.123,1.546,0,4159.301534
265.7531764,52.37261584,-1.525,2.083,0,4134.477074
266.0638587,60.0,-1.38,0.744,0,4111.835572
266.3745411,60.0,-0.702,0.605,0,4100.323212
266.6830332,57.59091285,-0.56,1.723,0,4091.209509
266.9935292,60.0,-0.509,1.177,0,4082.86058
267.3042147,60.0,-0.519,0.07,0,4074.343466
267.6149002,60.0,0.004,0.0,0,4074.409088
267.9255857,60.0,-0.644,0.0,0,4063.844792
268.2362712,60.0,-0.472,0.0,0,4056.10202
268.5469567,60.0,-0.144,0.0,0,4053.739821
268.8576422,60.0,-0.472,0.0,0,4045.997049
269.1683277,60.0,-0.06,0.0,0,4045.012804
269.4790132,60.0,-0.672,0.002,0,4033.990566
269.7896968,60.0,-0.099,0.278,0,4032.368641
270.1002133,60.0,-1.097,0.345,0,4014.386324
