yNum,Yard,nLinks,State,OneNode,Lon,Lat,include
1,12TH STREET,3,MO,374765,-94.605093,39.086233,TRUE
2,14TH ST,1,IL,414686,-87.637037,41.859032,TRUE
3,14TH ST COACH,1,IL,414657,-87.638626,41.878621,TRUE
4,17TH STREET,1,IL,402939,-89.190205,37.014645,TRUE
5,19TH STREET,1,MO,374778,-94.60412,39.08719,TRUE
6,1TH ST,1,IL,415592,-87.557955,41.703118,TRUE
7,22ND ST,1,IL,413541,-87.739902,41.864174,TRUE
8,22ND STREET YARD,1,CA,325944,-117.158722,32.706179,TRUE
9,23rd STREET,1,MO,394733,-90.235142,38.629342,TRUE
10,26TH ST,1,IL,414843,-87.625649,41.491234,TRUE
11,28TH STREET,3,IA,364064,-96.392114,42.493638,TRUE
12,65TH STREET,2,NY,489844,-74.026172,40.640288,TRUE
13,8TH AVENUE,3,TX,357875,-97.353515,32.700883,TRUE
14,8TH STREET YARD,1,NE,366354,-95.915978,41.228148,TRUE
15,9TH STREET YARD (UP),1,TX,358460,-97.321273,32.747018,TRUE
16,ABERDEEN,1,SD,352304,-98.49813,45.465669,TRUE
17,ADAMS ST,1,IL,400579,-89.654949,40.673086,TRUE
18,ADDIS,1,LA,388609,-91.531513,30.503252,TRUE
19,AIRLINE YARD,1,WI,411612,-87.957423,42.996913,TRUE
20,ALBANY,2,GA,434681,-84.151626,31.586419,TRUE
21,ALBANY YARD,4,OR,301654,-123.108231,44.368286,TRUE
22,"Albany, NY - Mechanicville",1,NY,491114,-73.735926,42.920959,TRUE
23,ALBINA YARD,1,OR,304311,-122.708032,45.568047,TRUE
24,"Albuquerque, NM",2,NM,338727,-106.617666,35.175605,TRUE
25,ALBUQUERQUE-ABAJO,1,NM,338727,-106.617666,35.175605,TRUE
26,ALEXANDRIA,2,LA,385261,-92.434482,31.250628,TRUE
27,ALFALFA,1,TX,340024,-105.357638,31.175957,TRUE
28,"Alliance, TX",3,TX,354409,-97.942887,32.93523,TRUE
29,ALTOONA,1,PA,470478,-78.402938,40.513366,TRUE
30,ALTURAS YARD,1,CA,315657,-120.537123,41.329702,TRUE
31,AMARILLO,23,TX,346539,-101.826707,35.210466,TRUE
32,AMORY,1,MS,407672,-88.482646,33.974747,TRUE
33,ANCHORAGE,2,LA,389816,-91.213249,30.482676,TRUE
34,ANDOVOER,1,VA,443067,-82.785074,36.983932,TRUE
35,APM Termianls Pacific (Berths 4-46),1,CA,321254,-118.238997,33.731678,TRUE
36,Appalachian Regional Port (ARP),2,GA,430624,-84.736893,34.988098,TRUE
37,"Arcadia, WI",3,WI,388378,-91.595558,43.873897,TRUE
38,ARGO,1,IL,413038,-87.821529,41.780367,TRUE
39,ARGO Yard,3,WA,307602,-122.336823,47.553137,TRUE
40,ARKANSAS CITY,1,OK,360030,-97.039469,36.998983,TRUE
41,ARMOURDALE,1,KS,374421,-94.632146,39.090826,TRUE
42,ARTESIA,2,MS,406424,-88.643926,33.404118,TRUE
43,ASHBY,1,IN,417771,-87.347352,38.333707,TRUE
44,ASHTABULA,1,OH,453414,-81.140273,41.756902,TRUE
45,ATKINSON NORTH,1,KY,416165,-87.493852,37.363226,TRUE
46,"Atlanta, GA - Austell",3,GA,429062,-85.148501,33.719851,TRUE
47,"Atlanta, GA - Hulsey",1,GA,432845,-84.420685,33.724179,TRUE
48,"Atlanta, GA - Inman",3,GA,432520,-84.463715,33.798314,TRUE
49,ATWOOD,1,MI,438090,-83.540544,42.526929,TRUE
50,AUBURN YARD,3,WA,309220,-122.231937,47.299076,TRUE
51,AUGUSTA (NS),1,GA,447692,-81.97802,33.45479,TRUE
52,AVONDALE,1,MO,375008,-94.579062,39.122459,TRUE
53,AVONDALE (UP),1,LA,394609,-90.243313,29.932478,TRUE
54,"Ayer, MA",3,MA,493527,-71.801346,42.301752,TRUE
55,BAD AXE,1,MI,441862,-82.991429,43.811468,TRUE
56,BAINBRIDGE,1,FL,431384,-84.584444,30.910996,TRUE
57,BAKER,1,IN,416970,-87.399188,39.482244,TRUE
58,BAKER STREET,1,NY,475887,-77.053803,42.160146,TRUE
59,BAKERSFIELD YARD,3,CA,319281,-119.06014,35.374368,TRUE
60,BALDWIN,1,FL,447715,-81.976404,30.297086,TRUE
61,BALMER YARD,1,WA,305973,-122.404402,47.67939,TRUE
62,"Baltimore, MD",2,MD,478836,-76.56066,39.27586,TRUE
63,"Baltimore, MD - Seagirt Marine Terminal",3,MD,478903,-76.55189,39.249573,TRUE
64,Balzano Marine Terminal,3,NJ,484808,-75.131615,39.933938,TRUE
65,Barbours Cut Container Terminal,1,TX,371984,-95.036784,29.686781,TRUE
66,BARNES YARD,1,OR,303975,-122.729253,45.597982,TRUE
67,BARR,1,IL,414288,-87.670448,41.647719,TRUE
68,BARSTOW YARD,5,CA,326109,-117.093317,34.891696,TRUE
69,BATON ROUGE,1,LA,390012,-91.186564,30.486867,TRUE
70,BAYOU CASSOTTE,1,MS,407269,-88.52524,30.378579,TRUE
71,BAYSIDE COAL,1,MD,478644,-76.586716,39.231861,TRUE
72,BAYSIDE YARD,1,WA,309302,-122.227268,47.972029,TRUE
73,BAYVIEW (NS),1,MD,478906,-76.550911,39.29711,TRUE
74,BAYVIEW INTERMODAL,1,MD,478861,-76.55726,39.29224,TRUE
75,BEAR CAR SHOP,3,DE,482166,-75.695522,39.60179,TRUE
76,BEAUMONT,2,TX,377781,-94.113971,30.091625,TRUE
77,BELEN,4,NM,338379,-106.773086,34.633811,TRUE
78,BELLOWS FALLS,1,NH,492858,-72.441214,43.136299,TRUE
79,BELPRE,1,OH,450827,-81.574474,39.277478,TRUE
80,BENICIA YARD,1,CA,309942,-122.139742,38.043575,TRUE
81,BENNETT,1,SC,461155,-80.013207,32.860325,TRUE
82,BENSENVILLE,1,IL,411811,-87.933837,41.955784,TRUE
83,BERKLEY,1,VA,480224,-76.284451,36.814856,TRUE
84,"Bessemer, AL - Central Alabama ICTF (CAICTF)",3,AL,419759,-86.964789,33.404997,TRUE
85,"Bethlehem, PA",1,PA,483791,-75.337394,40.604732,TRUE
86,BEVERLY,1,IA,387801,-91.773862,41.92057,TRUE
87,BEVIER STREET,3,NY,481541,-75.894376,42.108847,TRUE
88,BIDDLE,1,AR,385702,-92.284607,34.713557,TRUE
89,BINGHAMTON,2,NY,481468,-75.919268,42.104099,TRUE
90,"Birmingham, AL",3,AL,418508,-87.213603,33.303419,TRUE
91,BISON,1,NY,469419,-78.758113,42.895904,TRUE
92,BLAIR,1,OH,438999,-83.404582,41.154969,TRUE
93,Blount Island Marine Terminal,3,FL,450982,-81.557502,30.397899,TRUE
94,"Blue Island, IL",3,IL,414215,-87.676189,41.655761,TRUE
95,BOGALUSA,1,LA,399736,-89.799004,31.002027,TRUE
96,BOOTH,2,TX,369967,-95.293724,29.739788,TRUE
97,BOSSIER,1,LA,379377,-93.739223,32.516203,TRUE
98,BOULEVARD,1,OH,438372,-83.506302,41.690841,TRUE
99,BOUND BROOK,1,NJ,486376,-74.534828,40.559588,TRUE
100,BOYLES,1,AL,421508,-86.789792,33.55053,TRUE
101,BRILLS,1,NJ,488045,-74.178655,40.714207,TRUE
102,BRODERICK YARD,1,CA,312588,-121.517196,38.582933,TRUE
103,BROOKLYN,1,IL,395814,-90.17169,38.658513,TRUE
104,BROOKLYN YARD,1,OR,304906,-122.659571,45.506579,TRUE
105,BROSNAN,2,GA,437595,-83.627845,32.793138,TRUE
106,BROWNVILLE,3,ME,496076,-69.074978,45.34736,TRUE
107,BROWNWOOD,1,TX,351143,-98.990368,31.713131,TRUE
108,BRUNSWICK (CSXT),3,GA,451494,-81.50107,31.187817,TRUE
109,BUCKEYE,3,OH,440688,-83.138736,39.962708,TRUE
110,BUFFALO CREEK,1,NY,468675,-78.842505,42.846861,TRUE
111,BUFFALO S K,2,NY,468820,-78.834798,42.876299,TRUE
112,"Buffalo, NY",1,NY,469323,-78.771552,42.895144,TRUE
113,BURLINGTON,2,IA,390245,-91.146744,40.79767,TRUE
114,BURLINGTON YARD,1,WA,307838,-122.328121,48.469693,TRUE
115,BURNHAM,1,IL,415953,-87.525345,41.646256,TRUE
116,Butler Intermodal Terminal,1,IA,384389,-92.675542,42.78163,TRUE
117,BUTLER SHOPS,1,PA,463403,-79.869974,40.869295,TRUE
118,C J,1,TX,361425,-96.80229,32.770786,TRUE
119,C&O,1,OH,438980,-83.406579,41.149503,TRUE
120,CALIFORNIA AVE,3,IL,413938,-87.70114,41.88829,TRUE
121,CALUMET,1,IL,415318,-87.587601,41.722828,TRUE
122,CAMAK,1,GA,443704,-82.659244,33.45008,TRUE
123,CAMPBELL,1,OH,449285,-81.739061,41.459011,TRUE
124,CAMPO YARD,1,AZ,332280,-112.153575,33.444144,TRUE
125,CANAL ST,1,IL,414689,-87.637002,41.853781,TRUE
126,CANANN,1,CT,491587,-73.329276,42.02676,TRUE
127,CAPE GIRARDEAU,1,MO,401493,-89.535861,37.273021,TRUE
128,CARGILL EDDYVILLE,1,IA,384426,-92.66462,41.13018,TRUE
129,CARLING,1,NE,361539,-96.77945,40.807736,TRUE
130,CAROLINE,1,VA,480334,-76.263637,36.814711,TRUE
131,CARRIE AVE,1,MO,394816,-90.225745,38.700193,TRUE
132,CARROLLTON,4,TX,360743,-96.907019,32.95616,TRUE
133,CARTHAGE,2,MO,375992,-94.454417,37.147404,TRUE
134,CAYCE,1,SC,453864,-81.059935,33.918267,TRUE
135,CBGR (WAB) YARD,1,IA,366887,-95.850561,41.245413,TRUE
136,CEDAR HILL,1,CT,492186,-72.897745,41.31928,TRUE
137,CEDAR RAPIDS,1,IA,388144,-91.668447,41.981902,TRUE
138,CEDAR RAPIDS SHOPS (CIC),1,IA,388049,-91.684788,41.936858,TRUE
139,CENTRAL POINTE,3,TX,357917,-97.350378,31.127042,TRUE
140,CENTRALIA (BNSF),1,IL,403176,-89.135585,38.530977,TRUE
141,CEREDO,1,WV,444491,-82.535742,38.395343,TRUE
142,CHADRON,1,NE,344388,-103.091681,42.859205,TRUE
143,"Chambersburg, PA",1,MD,473171,-77.678247,39.720855,TRUE
144,CHAMPAIGN,1,IL,409331,-88.237475,40.123716,TRUE
145,"Charleston, SC",2,SC,461276,-79.997684,32.865725,TRUE
146,CHARLOTTE,3,NC,454734,-80.89641,35.222481,TRUE
147,Charlotte Inland Port (CIP),3,NC,454287,-80.969043,35.272422,TRUE
148,"Charlotte, NC",1,NC,454002,-81.024095,35.237989,TRUE
149,CHEROKEE,3,OK,365206,-96.101863,36.025203,TRUE
150,CHESAPEAKE,3,VA,479929,-76.329692,36.826319,TRUE
151,CHEVRON YARD,1,CA,305777,-122.417171,37.962587,TRUE
152,CHEYENNE (UP),1,WY,341278,-104.868626,41.111259,TRUE
153,"Chiacgo, IL - Dolton (Yard Center)",3,IL,414946,-87.616053,41.638221,TRUE
154,CHICAGO HEIGHTS AUTO TERM,1,IL,414941,-87.616843,41.531633,TRUE
155,"Chicago, IL -  59th Street",3,IL,414165,-87.679943,41.802033,TRUE
156,"Chicago, IL -  Bedford Park",1,IL,413229,-87.786291,41.762935,TRUE
157,"Chicago, IL - 14th Street (Global I)",1,IL,414114,-87.683647,41.858282,TRUE
158,"Chicago, IL - 47th Street",3,IL,414712,-87.636114,41.817725,TRUE
159,"Chicago, IL - 63rd Street",2,IL,414644,-87.639358,41.764848,TRUE
160,"Chicago, IL - Calumet",2,IL,415432,-87.575652,41.669007,TRUE
161,"Chicago, IL - Cicero",2,IL,412783,-87.849906,41.820671,TRUE
162,"Chicago, IL - Franklin Park (Bensenville Intermodal Terminal)",2,IL,412570,-87.865474,41.936195,TRUE
163,"Chicago, IL - Harvey (Gateway)",3,IL,414587,-87.644095,41.607255,TRUE
164,"Chicago, IL - Joliet (Global IV)",3,IL,409799,-88.166827,41.428524,TRUE
165,"Chicago, IL - Landers",3,IL,413832,-87.713583,41.757488,TRUE
166,"Chicago, IL - Logistics Park Chicago (LPC)",2,IL,409793,-88.168216,41.407493,TRUE
167,"Chicago, IL - Rochelle (Global III)",3,IL,403064,-89.151962,41.890068,TRUE
168,"Chicago, IL - Willow Springs",3,IL,411521,-87.971031,41.695051,TRUE
169,"Chippewa Falls, WI",4,WI,384104,-92.745619,44.821405,TRUE
170,"Cincinnati, OH - Gest Street",2,OH,431791,-84.539871,39.09758,TRUE
171,"Cincinnati, OH - Queensgate Yard",1,OH,431743,-84.542356,39.102256,TRUE
172,"Cincinnati, OH - Sharonville",3,OH,432709,-84.435452,39.253883,TRUE
173,CLAIRTON,1,PA,461697,-79.962507,40.280781,TRUE
174,CLEARING,4,IL,413159,-87.801067,41.76556,TRUE
175,"Cleveland, OH - Collinwood Yard",3,OH,450088,-81.649679,41.479204,TRUE
176,CLIFTON FORGE,1,VA,461348,-79.990567,37.784837,TRUE
177,CLINTON,2,IA,394637,-90.241659,41.809239,TRUE
178,CLOVIS,1,NM,343944,-103.240371,34.399609,TRUE
179,CN Duluth Intermodal Terminal,1,MN,386245,-92.158219,46.734314,TRUE
180,"Cocoa, FL",1,FL,455995,-80.697404,28.64506,TRUE
181,COGEN LEAD,1,VA,474381,-77.433344,37.455471,TRUE
182,COI INTERMODAL TERMINAL YARD,1,CA,323413,-117.999797,34.052454,TRUE
183,COIL,1,WV,456543,-80.605192,40.380297,TRUE
184,COLEHOUR,2,IL,416064,-87.514674,41.695448,TRUE
185,COLLIER,2,IL,400598,-89.652968,37.177948,TRUE
186,COLTON YARD,4,CA,325374,-117.326323,34.064814,TRUE
187,COLUMBUS,3,GA,373102,-94.836547,32.465814,TRUE
188,"Columbus, OH",3,OH,442218,-82.952172,39.534304,TRUE
189,"Columbus, OH - Buckeye Yard",2,OH,440877,-83.126794,40.009884,TRUE
190,COMMERCE YARD,3,CA,322821,-118.148409,33.989875,TRUE
191,CONEMAUGH,2,PA,467833,-78.917641,40.328859,TRUE
192,CONNELLSVILLE,1,PA,465526,-79.593335,39.996715,TRUE
193,CONNELLY,1,PA,463048,-79.881507,40.28197,TRUE
194,Container Terminal,3,AL,410756,-88.046343,30.665745,TRUE
195,Container Terminal (South Gate),1,NC,472380,-77.950087,34.208233,TRUE
196,CONWAY,4,PA,458878,-80.258207,40.639735,TRUE
197,CORVALLIS YARD,3,OR,301110,-123.268666,44.557649,TRUE
198,CORWITH,2,IL,413813,-87.714283,41.817583,TRUE
199,COUNCIL BLUFFS,4,IA,366762,-95.86742,41.268296,TRUE
200,COUNCIL BLUFFS POOL,2,IA,366582,-95.892793,41.250047,TRUE
201,"Council Bluffs, IA",3,IA,366883,-95.850787,41.230889,TRUE
202,CRESTLINE TRIPLE CROWN,1,OH,443335,-82.739426,40.782132,TRUE
203,CREWE,1,VA,471256,-78.205198,37.187902,TRUE
204,CROXTON,1,NJ,489471,-74.080612,40.785127,TRUE
205,CROXTON (NYSW),1,NJ,489665,-74.058969,40.753222,TRUE
206,"Croxton, NJ",3,NJ,489616,-74.06726,40.742857,TRUE
207,CURTIS BAY,1,MD,478644,-76.586716,39.231861,TRUE
208,DALLAS IMF (KCS),1,TX,361928,-96.7349,32.773448,TRUE
209,DALLAS ST,28,TX,338872,-106.500971,31.757958,TRUE
210,"Dallas, TX - Mesquite",2,TX,361732,-96.755827,32.740864,TRUE
211,"Dallas, TX - Wilmer (Dallas Intermodal Terminal)",1,TX,361485,-96.78859,32.68283,TRUE
212,Dames Point Marine Terminal,1,FL,450913,-81.564355,30.432568,TRUE
213,DAVIS,1,NC,471573,-78.080061,34.286191,TRUE
214,DAVIS YARD,6,CA,312903,-121.408742,38.635495,TRUE
215,DEBUTTS,1,TN,428714,-85.240333,35.087402,TRUE
216,DECATUR (CN),2,IL,404346,-88.945754,39.863439,TRUE
217,DECATUR (CSXT),1,IL,404388,-88.940525,39.847582,TRUE
218,DECATUR (NS),1,IL,404400,-88.937906,39.848547,TRUE
219,"Decatur, IL - ADM Intermodal Ramp (Midwest Inland Port)",1,IL,404445,-88.93133,39.87348,TRUE
220,Deep Water Port (West Pier Terminal),1,MS,403476,-89.094806,30.366052,TRUE
221,DEFIANCE (NDR),1,OH,433344,-84.367508,41.285033,TRUE
222,DELTA,2,CO,337525,-108.080633,38.73945,TRUE
223,DELTA YARD,1,WA,309653,-122.18897,48.013315,TRUE
224,DEMMLER,3,PA,463830,-79.85329,40.352885,TRUE
225,"Denver, CO",1,CO,340917,-104.963373,39.775521,TRUE
226,"Denver, CO - Irondale",1,CO,340770,-104.998507,39.798113,TRUE
227,DEQUEEN,1,AR,376719,-94.336324,34.040929,TRUE
228,DERAMUS,1,LA,379182,-93.776028,32.493531,TRUE
229,DERIDDER,3,LA,381558,-93.287251,30.835443,TRUE
230,DESERT YARD,1,CA,308304,-122.292016,37.823824,TRUE
231,DETROIT,1,OH,437920,-83.562117,41.638236,TRUE
232,"Detroit, MI",2,MI,440981,-83.115696,42.312056,TRUE
233,"Detroit, MI - Delray",3,MI,440855,-83.127987,42.294087,TRUE
234,"Detroit, MI - Detroit Intermodal Terminal",2,MI,438691,-83.462714,42.379061,TRUE
235,"Detroit, MI - Moterm Intermodal Facility (MOT)",1,MI,440301,-83.179682,42.336914,TRUE
236,DEWITT,3,NY,480928,-76.069576,43.062919,TRUE
237,DEWITT SHOPS,3,NY,480798,-76.111532,43.05411,TRUE
238,DICKINSON,1,WV,452753,-81.285909,38.148044,TRUE
239,DISMAL,1,VA,446900,-82.101712,37.231973,TRUE
240,DOLORES YARD,5,CA,321224,-118.23983,33.794722,TRUE
241,"Donna, TX - Rio Valley",1,TX,353726,-98.14692,26.31006,TRUE
242,DOREMUS,2,NJ,488363,-74.14943,40.700726,TRUE
243,DOREUMS AUTORAMP,1,NJ,488438,-74.145534,40.709385,TRUE
244,DOWNS,1,KS,352084,-98.544203,39.502363,TRUE
245,DOWNTOWN,4,TX,358258,-97.327099,32.746174,TRUE
246,DUBOIS,2,PA,469255,-78.779579,41.132794,TRUE
247,DUBUQUE (CN),1,IA,391938,-90.662776,42.496506,TRUE
248,DUNKIRK,1,NY,466352,-79.323159,42.444424,TRUE
249,"Dupo, IL - St. Louis",3,MO,393607,-90.379976,38.287183,TRUE
250,DUPONT RICHMOND LEAD,1,VA,474292,-77.437434,37.448893,TRUE
251,DUQUESNE,3,PA,463319,-79.873113,40.372291,TRUE
252,DUQUESNE COAL DOCK,2,PA,463726,-79.855704,40.378325,TRUE
253,EAGLE PASS,1,TX,348994,-100.498414,28.700573,TRUE
254,EAST,2,IN,420535,-86.872277,40.441286,TRUE
255,EAST BINGHAMTON,1,NY,481989,-75.763775,41.997943,TRUE
256,EAST BUFFALO,1,NY,468967,-78.816524,42.900744,TRUE
257,EAST BUTLER,1,PA,463455,-79.868752,40.870158,TRUE
258,EAST CHICAGO,1,IN,416125,-87.499368,41.630297,TRUE
259,EAST DURHAM,1,NC,468383,-78.86766,35.97311,TRUE
